0,0,0,0
5.05E-05,0.0977792,4.82E-05,0
0.00010101,0.195309,0.000158264,0
0.000151515,0.29132,0.000344526,0
0.00020202,0.385629,0.000610874,0
0.000252525,0.47679,0.000966519,0
0.00030303,0.563478,0.00135446,0
0.000353535,0.643052,0.0018047,0
0.00040404,0.716079,0.00225488,0
0.000454545,0.778369,0.00271066,0
0.000505051,0.833482,0.00313837,0
0.000555556,0.876547,0.00351469,0
0.000606061,0.913469,0.00385088,0
0.000656566,0.939941,0.00410986,0
0.000707071,0.961948,0.00433205,0
0.000757576,0.976709,0.00448549,0
0.000808081,0.987795,0.00460332,0
0.000858586,0.996046,0.00469028,0
0.000909091,1.00111,0.00474292,0
0.000959596,1.00503,0.00478257,0
0.0010101,1.0076,0.00480695,0
0.00106061,1.00921,0.00481992,0
0.00111111,1.01041,0.00482879,0
0.00116162,1.01119,0.00483283,0
0.00121212,1.01158,0.00483208,0
0.00126263,1.01216,0.00483509,0
0.00131313,1.01219,0.00482985,0
0.00136364,1.01234,0.00482779,0
0.00141414,1.01268,0.00482931,0
0.00146465,1.01252,0.00482226,0
0.00151515,1.01266,0.0048215,0
0.00156566,1.01279,0.00482022,0
0.00161616,1.01266,0.00481381,0
0.00166667,1.01278,0.0048131,0
0.00171717,1.01283,0.00481005,0
0.00176768,1.01273,0.0048039,0
0.00181818,1.01281,0.0048037,0
0.00186869,1.01285,0.0048017,0
0.00191919,1.01277,0.00479615,0
0.0019697,1.0128,0.00479507,0
0.0020202,1.01284,0.00479352,0
0.00207071,1.01278,0.00478694,0
0.00212121,1.01278,0.00478446,0
0.00217172,1.01282,0.00478448,0
0.00222222,1.01278,0.00477723,0
0.00227273,1.01276,0.0047736,0
0.00232323,1.01277,0.00477362,0
0.00237374,1.01276,0.00476929,0
0.00242424,1.01273,0.00476434,0
0.00247475,1.01272,0.00476246,0
0.00252525,1.01272,0.00476144,0
0.00257576,1.0127,0.00475509,0
0.00262626,1.01268,0.00475146,0
0.00267677,1.01267,0.00475033,0
0.00272727,1.01265,0.00474689,0
0.00277778,1.01264,0.00474113,0
0.00282828,1.01262,0.00473773,0
0.00287879,1.0126,0.00473687,0
0.00292929,1.01258,0.00473237,0
0.0029798,1.01257,0.00472715,0
0.0030303,1.01255,0.00472395,0
0.00308081,1.01253,0.00472281,0
0.00313131,1.01251,0.00471822,0
0.00318182,1.0125,0.00471315,0
0.00323232,1.01248,0.00470975,0
0.00328283,1.01246,0.00470828,0
0.00333333,1.01244,0.00470424,0
0.00338384,1.01243,0.00469895,0
0.00343434,1.01241,0.00469534,0
0.00348485,1.01239,0.00469319,0
0.00353535,1.01237,0.0046901,0
0.00358586,1.01236,0.00468471,0
0.00363636,1.01234,0.00468067,0
0.00368687,1.01232,0.00467763,0
0.00373737,1.0123,0.00467544,0
0.00378788,1.01229,0.00467054,0
0.00383838,1.01227,0.00466576,0
0.00388889,1.01226,0.00466198,0
0.00393939,1.01224,0.00465932,0
0.0039899,1.01222,0.00465613,0
0.0040404,1.01221,0.00465113,0
0.00409091,1.01219,0.00464682,0
0.00414141,1.01218,0.0046431,0
0.00419192,1.01216,0.00464025,0
0.00424242,1.01214,0.00463648,0
0.00429293,1.01213,0.00463163,0
0.00434343,1.01211,0.00462745,0
0.00439394,1.0121,0.00462369,0
0.00444444,1.01208,0.0046206,0
0.00449495,1.01206,0.00461677,0
0.00454545,1.01205,0.00461211,0
0.00459596,1.01204,0.00460789,0
0.00464646,1.01203,0.00460394,0
0.00469697,1.01201,0.00460055,0
0.00474747,1.01199,0.00459685,0
0.00479798,1.01198,0.00459228,0
0.00484848,1.01197,0.0045879,0
0.00489899,1.01196,0.00458382,0
0.00494949,1.01194,0.00458005,0
0.005,1.01192,0.0045764,0
